Pattern_name,total_count,ben_counts,mal_counts,ben_percent,mal_percent,percent_diff_ben,percent_diff_mal
('HeapAlloc'; 'HeapFree'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegQueryValueExW'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegQueryValueExW'; 'HeapFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegQueryValueExW'; 'HeapAlloc'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegQueryValueExW'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegCloseKey'; 'RegCloseKey'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegCloseKey'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegCloseKey'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalFree'; 'HeapFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalFree'; 'HeapAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'; 'LocalFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'; 'LocalAlloc'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'; 'HeapFree'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'; 'HeapAlloc'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'HeapAlloc'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'; 'GetCurrentThreadId'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalFree'; 'GetCurrentThreadId'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegQueryValueExW'; 'RegCloseKey'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegQueryValueExW'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegQueryValueExW'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'LocalFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'HeapFree'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'; 'LocalFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'; 'HeapFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'HeapFree'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'HeapAlloc'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'RegQueryValueExW'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'LocalFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'HeapFree'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'HeapAlloc'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'; 'GetCurrentThreadId'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'RegQueryValueExW'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'RegCloseKey'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'LocalAlloc'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'HeapFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'HeapAlloc'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'RegOpenKeyExW'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'; 'GetCurrentThreadId'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'RegOpenKeyExW'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'RegOpenKeyExA'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'LocalAlloc'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'; 'GetCurrentThreadId'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'RegCloseKey'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'LocalFree'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'LocalAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'HeapFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'HeapAlloc'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapAlloc'; 'HeapFree'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'LoadLibraryA'),311,45,266,0.661764706,0.83125,0,0.169485294
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegQueryValueExW'; 'RegCloseKey'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegQueryValueExW'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegQueryValueExW'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'RegCloseKey'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'LocalAlloc'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'RegCloseKey'),319,46,273,0.676470588,0.853125,0,0.176654412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'LocalFree'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'LocalAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'HeapFree'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'HeapAlloc'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'; 'GetCurrentThreadId'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'RegOpenKeyExA'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'RegCloseKey'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'LocalAlloc'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'; 'GetCurrentThreadId'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'RegQueryValueExW'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'; 'GetCurrentThreadId'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExW'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'RegOpenKeyExA'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'LocalFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'LocalAlloc'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'; 'GetCurrentThreadId'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'LoadLibraryA'),311,45,266,0.661764706,0.83125,0,0.169485294
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExW'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'LoadLibraryA'),311,45,266,0.661764706,0.83125,0,0.169485294
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'LoadLibraryA'),311,45,266,0.661764706,0.83125,0,0.169485294
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'; 'GetCurrentThreadId'),330,47,283,0.691176471,0.884375,0,0.193198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'RegOpenKeyExW'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapAlloc'; 'HeapFree'; 'HeapFree'; 'GetCurrentThreadId'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapAlloc'; 'HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'RegCloseKey'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapAlloc'; 'HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
